caption,file_path,text,data
A man speaking while a large crowd cheers in the background,105273.wav,"Good football team to open goals here. What a way to do it. Well, we had one goal come to this team. To make sure 16 teams left.",ac
A man talking followed by another man yelling in the background then an aircraft engine starting up as vehicles drive by,103845.wav,sounds like a top fuel alcohol,ac
A series of plastic clanking followed by a car door opening then a vehicle engine accelerating in the distance while a man is talking,103849.wav,"And there's a plastic clip right here. You can use a regular scale driver to pry it out. Alright, flip this.",ac
A young girl talking then screaming as plastic crashes and tumbles followed by a plastic camera click,105076.wav,"Okay, then...",ac
A woman and young boy talking,105071.wav,homework did you have fun day at school yeah yeah how fun was your day,ac
Explosion followed by man speaking a short bit of music at the end,104854.wav,"Right, first up this week's Craig is this trick right here. It's a bottle of water. But it's not just a normal bottle of water if I...",ac
A man talking in the foreground as another man laughs then talks in the background while a horse trots and snorts,104853.wav,early on in the ball game when we bought him last August. He was kind of the session star when we bought him and he looks like he's filling out and growing up pretty nicely.,ac
Something bangs and clicks then a man talks and scrapes something,106751.wav,Next step is we're going to go ahead and peel of course some apples. I got this nifty little device here that I,ac
A woman speaking and person laughing followed by some gurgling and squeaking,106750.wav,"Is he talking? Ew! Buddy, no! He's talking.",ac
A man speaking as an insect is buzzing,107087.wav,and so also things like dandelions are brilliant. Lots of flowers right through the season from,ac
A few gunshots followed by a man speaking,107083.wav,"Right, first up this week's Craig is this trick right here. It's a bottle of water. But it's not just a normal bottle of water if I...",ac
A girl screams and people speak,104069.wav,Keep going that way.,ac
A man talking as a series of compressed air sprays,106989.wav,"And as you can see here, hopefully you guys can see this.",ac
A woman speeches,104264.wav,and went and done or that for short meaning the first morning of the first day of a new period that marks the beginning of a new year on a lunar calendar,ac
Traffic sounds going by as man speaks,102951.wav,"We have from ASP, we have ASP key defender, which is a very nice kubiton and pepper spray unit which is",ac
Clinking and rustling followed by a woman speaking,102953.wav,The IT services at the King's University College are proud to announce that we have launched,ac
A man speaks followed by a crowd applauding,106281.wav,Thank you.,ac
Female speech and rubbing,105604.wav,"I don't want to actually have too much pressure, but I want some of that lighter pink to come through in some of the areas. Remember the purpose of the water.",ac
A child speaking and then an adult speaking,105602.wav,"Take a picture of her other, other, other lad and then take a picture of her other girl.",ac
A female speaking,105536.wav,"I'm told that I have very little time, so may I beg to stand on all existing protocol.",ac
Wind blows and a man speaks with a quick pop,103246.wav,"The wheel switch is turned up in the on position. Let's give it a start. Water pump, fuel pump, priming.",ac
A man talking as an infant is crying followed by a man humming,103773.wav,"We're going to show you how Janie stops crying when we hum the name, Notre Dame Victory March.",ac
A man speaks with small birds chirping in the distance,103777.wav,and see who we land on. Got my glasses taped so I cannot see.,ac
Plastic clanking before and after a man talking as water flows from a faucet while a child talks in the background,103778.wav,It's much easier to clean up a bowl with a salt than when it's hot.,ac
An engine running with a male speaking,107294.wav,"The engine hasn't run for several days. I have the clean in my hands, but the final is still in my hands.",ac
A male speech and dishes clanking and doors banging,107298.wav,just like that and get a glass out,ac
Horses run in the distance then a man speaks and a woman cheers then talks,53541.wav,There they go.,ac
Plastic crinkling as a man is talking,105419.wav,a comic book type of seal. Okay.,ac
"An animal cries, followed by a crash, then two people speak with one another",106696.wav,"We've got the beach to ourselves! Oh, the beach? You need a tap of that. Twenty pence please. Here you are.",ac
Rain falling as a machine engine hums followed by a man talking,106695.wav,Little bit of bad weather.,ac
A high pitched sneeze followed by sniffling,103925.wav,What?,ac
Electronic humming followed by a man speaking and a door closing,83986.wav,and close this now it works actually,ac
A man speaking with some light knocking and high pitched scraping,107384.wav,on the shaft but what I'm going to do is try to lightly scrape here.,ac
"Women, child talking and birds chirping",28284.wav,"Come on. Yeah. Come on, let's go. Daddy's waiting.",ac
A woman delivers a speech,8930.wav,"The song, Light the Fire Within, is one of those inspiring songs. And it is so fitting for this year's Light it Up Convention theme.",ac
"A motorcycle engine is running, and a man is talking",105898.wav,"Yeah, the next thing I'm going to add is an automatic start. I already got everything else, so I might as well get the automatic start going. Here's the front turn signal to headlight.",ac
A man speaking as a horse is trotting while a man talks then laughs in the background,107007.wav,early on in the ball game when we bought him last August. He was kind of the session star when we bought him and he looks like he's filling out and growing up pretty nicely.,ac
"Rhythmic squeaking is ongoing, pigs oink, an adult male speaks, and music plays faintly in the background",107000.wav,Pretty tightly contested race here.,ac
An idle vehicle engine running as a man is talking,104316.wav,"Maybe I'll get a few rez, but I'm not gonna probably rev it at all.",ac
"A man briefly speaks followed by a sawing sound, and then starts talking again",105335.wav,Cut the length. And then we're going to cut these,ac
Motorcycle engine idles while a man speaks,105337.wav,"Yeah, the next thing I'm going to add is an automatic start. I already got everything else, so I might as well get the automatic start going. Here's the front turn signal to headlight.",ac
Swarm of bees buzzing and two men speaking,105332.wav,"Dark honey. These are honey cells here so... Yeah, there's a brood in here.",ac
Men and women laughing then man speaking and laughter follows,105339.wav,What was Kevin doing mum?,ac
A tin can clacking followed by a girl talking then a woman talking,105137.wav,The IT services at the King's University College are proud to announce that we have launched,ac
Music playing followed by a woman talking and rain falling then rain falling on a surface,106563.wav,Daniel came out of the airport. He raised one arm to hail a taxi.,ac
Crunching and scraping followed by a child and a man speaking,103532.wav,right you hit mommy with a snowball,ac
A group of children talking as a woman laughs then speaks followed by a young boy talking,103417.wav,Who is that?,ac
A man speaks as rain falls and distant thunder roars,103414.wav,"100% waterproof and windproof and yet extremely breathable. Check us out online at frogtalks.com. Frog Talks, stop the rain.",ac
Footsteps walking on dirt as a man is talking and birds chirp in the background,104451.wav,Both of them have the same numbers but for some reason the lace spring has a little stronger weed killer. That's for weeds that have already emerged and I guess the early,ac
A man and a woman talking as paper crumbles and crinkles,104455.wav,It's going all the way around. Does it have to be straight? It doesn't have to be totally straight.,ac
A man speaking with intermittent metal scraping.,106348.wav,"or low, so keep it at the same angle, apply constant even pressure and slowly swipe down the face of the blade, the draw knife.",ac
A man and woman speak and then water runs,105495.wav,one in. Well that was on the go anyway. Well it was spraying all over so yeah.,ac
Man speaking followed by group laughter,105494.wav,cards of the format maybe I still like by maxi course danko fusion bi star kongkong,ac
Male speech and then a door shutting,106028.wav,me and just for me and you to hang out together. God's not like a cranky neighbor so we need to persist in,ac
Two young girls speaks with distant clop-clops followed by a loud gasp from a crowd,107397.wav,What's a beautiful apple? Is that that mare? No. Oh my god.,ac
A woman laughs and then a man laughs with her followed by a boy speaking,106937.wav,Are you kidding me? I'm getting a video. Come on buddy. Give it to Mo.,ac
A man is talking as water is running along with tapping noises,105160.wav,"Some people talk about fucking the heads, but the way I do it, I just put my finger down there and pull it out.",ac
A man speaking followed by a crowd of people applauding and cheering,104393.wav,You are wrong. Our children will not live under communism. Your children will live under freedom.,ac
A man talking then whistling,104395.wav,was the day that I do my video and I dropped a couple of hydrocodone so I'm on the,ac
Woman speaking followed by child speaking,104645.wav,Let's see how you did tonight. What do you got in there?,ac
A kid laughing and screaming with a man chuckling and woman whispering,21331.wav,I got it.,ac
Female speech and scratching,105538.wav,"I don't want to actually have too much pressure, but I want some of that lighter pink to come through in some of the areas. Remember the purpose of the water.",ac
A baby crying and a female speaking,105999.wav,"Let me sit. Oh, you're hiding?",ac
A series of gunshots firing followed by a person groaning and metal clanking then a man talking while a heart beats in the background,105997.wav,He's reloading.,ac
A child laughing followed by a man talking as snow shuffles in the background,105991.wav,right you hit mommy with a snowball,ac
A few people laughing and giggling followed by someone talking and more laughter,106879.wav,What was Kevin doing mum?,ac
A man speaking followed by a crowd applauding and cheering,104567.wav,Thank you.,ac
A man talking as a dog barks in the distance while wind blows into a microphone,104564.wav,"Good girl, good girl, good girl, bring them on, bring them on, good girl, bring them on, good girl.",ac
Frying and talking right after music starts,104562.wav,"So Adam, what's for breakfast this morning? Here you go sausage.",ac
A power tool drilling followed by metal clacking then a man talking proceeded by a door closing shut,104560.wav,Okay.,ac
Male speech and metal scraping,106057.wav,"or low, so keep it at the same angle, apply constant even pressure and slowly swipe down the face of the blade, the draw knife.",ac
Two men talking as a truck engine runs idle and wind blows into a microphone,106059.wav,Now y'all let's come on inside of my truck. Here we go.,ac
Female speech and laughter followed by birds chirping and rustling,103109.wav,See told ya.,ac
Dishes clanking as a man is talking,103817.wav,"going to whisk up these eggs really quick like this. It doesn't have to be perfect, just mix them up quickly and you can use a whisk or whatever. Work works well. Then",ac
Groaning followed by a bang and breaking glass followed by men speaking with seagulls cawing in the distance,103813.wav,"We've got the beach to ourselves! Oh, the beach? You need a tap of that. Twenty pence please. Here you are.",ac
A man is speaking followed by birds chirping,104986.wav,"She proudly guards her kill, an event seldom seen in the wild and never before felt.",ac
A woman is giving a speech,6067.wav,"as if it were a muscle. As if you were bringing your arm toward you, your tongue curls this way. And the R is made in the middle.",ac
Whistling with male speech,105769.wav,"as the source gets closer. You begin to panic inside but remain stone on the outside. As soon as it began, the whistling suddenly ceased",ac
A male speaking,105763.wav,"calls when you go into the paint. I'll show you- oh, the football stuff, I'm getting ready for football season and I'm getting used to the heavy helmet. Okay, I'll show you how to pull up now.",ac
An adult male speaks as metal scrapes and clinks on a dish rapidly and liquid splashes,105761.wav,"going to whisk up these eggs really quick like this. It doesn't have to be perfect, just mix them up quickly and you can use a whisk or whatever. Work works well. Then",ac
A woman speaking followed by spraying,104961.wav,So you pump it with air until you feel a bit of resistance and then you just spray and that's just really controlling the,ac
A man speaks followed by slapping on a wooden surface as steam hisses in the background,104968.wav,to get your full name so I can look up on Spartan Marines page to see if you guys actually liked it. So make sure you follow all the rules and if I pick your name you'll win as long as you do not have to.,ac
"A child laughs, a man speaks, and people laugh",106440.wav,right you hit mommy with a snowball,ac
A man speaking as a stream of water sprays and splashes,106447.wav,in the amateur show tonight then tomorrow on Saturday the broadcasters and the other amateur cast will be going out hope to do well there get some good footage hope you enjoy,ac
"While birds chirp and the wind blows, an adult male speaks in the foreground and people talk in the background",107311.wav,pretty smart she probably she snaps at them.,ac
A man speaks before a toilet flushes,107314.wav,Now I'll make it flush.,ac
A man speaks as traffic passes in the distance,107315.wav,"We have from ASP, we have ASP key defender, which is a very nice kubiton and pepper spray unit which is",ac
"A small tool motor runs and whirs twice with metal clicking, an adult male speaks, a door shuts and clicks, and three thumps occur",104310.wav,Okay.,ac
"A woman is speaking, and a child speaks",106222.wav,Let's see how you did tonight. What do you got in there?,ac
High pitched speaking and laughing,106224.wav,"What is she doing? What the fuck? What the fuck? She's in the middle of the road. Mate, he's on a joyride.",ac
Loud gunshots followed by two men speaking,105044.wav,"Right, first up this week's Craig is this trick right here. It's a bottle of water. But it's not just a normal bottle of water if I...",ac
Dog barking with win and man speaking,105045.wav,"Good girl, good girl, good girl, bring them on, bring them on, good girl, bring them on, good girl.",ac
"A sneeze occurs followed by sniffling and the start of another sneeze, while a baby coos in the background",105590.wav,What?,ac
A man and a woman talking then the crinkling of paper,24040.wav,It's going all the way around. Does it have to be straight? It doesn't have to be totally straight.,ac
A man talking as an idle motorboat engine runs and water trickles while wind is blowing into a microphone,104880.wav,"option that is on this boat. It uses GPS fixation and is keeping us within a few feet of our location, which is really nice when you need to single hand the boat or",ac
A baby laughs and women laugh and speak,104884.wav,"Oh man, your mom's gonna love this",ac
Different female voices speaking followed by sheep bleating from a distance and voices of young people shortly thereafter,104886.wav,Baby's running around on Rio.,ac
Wind blowing followed by a man speaking,106765.wav,This is the latest invention in home electricity.,ac
A person speaks with distant humming and nearby clinking,106763.wav,"Just give that a little mix. Now what this is, is the acids in",ac
A series of electronic beeping as a woman is talking and birds chirp in the background alongside a camera muffling,102859.wav,That isn't wired up by the way. Let's get this one here too. That's it.,ac
A motorcycle engine is running while a man is talking,105864.wav,"Hi, I'm Lyle Doverspike from Hope, Pennsylvania.",ac
A group of children and a woman talking followed by a young girl talking,102857.wav,Who is that?,ac
A woman and child speak,102850.wav,homework did you have fun day at school yeah yeah how fun was your day,ac
Whistling with some distant humming and a girl singing,104052.wav,In a bar,ac
A crowd of people cheering and applauding,103525.wav,Thank you.,ac
A man speaks as an audience laughs,103203.wav,I hate to start off on a somber note.,ac
An air gun firing rapidly followed by plastic rattling and a young boy talking while footsteps walk over grass,104292.wav,"Okay, let's go look at the paper.",ac
A man speaking followed by another man speaking in the background as a motorcycle engine runs idle,105656.wav,"Hi, I'm Lyle Doverspike from Hope, Pennsylvania.",ac
Several frogs chirping near and far with men speaking and some banging,103723.wav,we got this year,ac
Music with rain falling and a woman speaking,103892.wav,Daniel came out of the airport. He raised one arm to hail a taxi.,ac
Bus pulling up then woman speaking,103899.wav,Unless they have free naps.,ac
Whooshing of wind followed by a man speaking with sneakers squeaking on hardwood,106795.wav,My name is Adam I do the most nice watching this television,ac
A child talking then laughing with a man as an animal gurgles,103618.wav,"Is he talking? Ew! Buddy, no! He's talking.",ac
A man talking followed by an idle motorbike engine running,104484.wav,"Yeah, the next thing I'm going to add is an automatic start. I already got everything else, so I might as well get the automatic start going. Here's the front turn signal to headlight.",ac
Food and oil sizzling followed by steam hissing as a man talks while music plays in the background,104487.wav,Can I add the andouille? I add a little fresh herb. I add some white balsamic vinegar.,ac
A wind blows as a man speaks outside,104486.wav,This is the latest invention in home electricity.,ac
A man shouting before and after someone belching,104481.wav,What is that? Exactly!,ac
A motorbike engine driving then accelerating as a man is talking,104483.wav,But as soon as you crack the throttle a little bit it suddenly turns into a sport bike. What the fuck are you doing? Crazy pigeons.,ac
A rooster clucking followed by a dog whimpering proceeded by a man laughing then talking before a dog barks,104737.wav,Get the bunny!,ac
Humming of an engine with a woman and men speaking,104736.wav,"What is she doing? What the fuck? What the fuck? She's in the middle of the road. Mate, he's on a joyride.",ac
Frying food with the click tap of stirring,104735.wav,"and then you drink the drink, let all the scratch dry well",ac
A woman is performing a speech,104733.wav,"I'm told that I have very little time, so may I beg to stand on all existing protocol.",ac
A man talking as a dog is barking in the distance and wind blows into a microphone,104730.wav,"Good girl, good girl, good girl, bring them on, bring them on, good girl, bring them on, good girl.",ac
A man speaking as frogs croak and crickets chirp while a motorboat engine runs alongside several plastic clacks and clanging,106394.wav,we got this year,ac
Laughter and speech and a clap,106390.wav,Are you kidding me? I'm getting a video. Come on buddy. Give it to Mo.,ac
A man is speaking with tapping noises and dishes being moved,106648.wav,just like that and get a glass out,ac
Men speak followed by vibrations and hissing with passing traffic in the distance,106645.wav,sounds like a top fuel alcohol,ac
A man speaking on a microphone as a crowd of people laugh followed by dinner plates clacking,102775.wav,I hate to start off on a somber note.,ac
A gun cocking then firing as metal clinks on the ground alongside footsteps shuffling then a man talking with a synthesized slide whistle,102776.wav,There you see? No problem.,ac
A man talking as another person whistles while water trickles on a hard surface in the background,103918.wav,"as the source gets closer. You begin to panic inside but remain stone on the outside. As soon as it began, the whistling suddenly ceased",ac
A man speaks followed by chirping birds,103913.wav,"She proudly guards her kill, an event seldom seen in the wild and never before felt.",ac
"A woman speaking, followed by a child yelling",103914.wav,the horses. At a Dalmatian road trial the dogs are judged in five different opulenceia medians exercises. The rider does not have to ride side saddle as,ac
A man talking with a dog barking in the distance as wind blows into a microphone,105331.wav,"Good girl, good girl, good girl, bring them on, bring them on, good girl, bring them on, good girl.",ac
A man speaks with a revving engine and clicking that stops,104801.wav,second gear the car doesn't spool up too quick anymore because of the turbo and,ac
A man speaking while water runs in the background,104804.wav,"Some people talk about fucking the heads, but the way I do it, I just put my finger down there and pull it out.",ac
A woman is speaking,104809.wav,and went and done or that for short meaning the first morning of the first day of a new period that marks the beginning of a new year on a lunar calendar,ac
A baby sobs and then a woman speaks followed a woman laughing,106988.wav,"Let me sit. Oh, you're hiding?",ac
A man talking while a man talks over an intercom followed by a girl talking then a woman and group of men laughing,106986.wav,had scoliosis and had surgery here and they just do a great job here.,ac
Rain falling and male speech,106987.wav,Little bit of bad weather.,ac
A man speaks followed by some ringing and footsteps,107050.wav,stand for my first model. Here I started doing the arms.,ac
"A sneeze occurs, followed by sniffling and a child babbling in the background",107058.wav,What?,ac
"A motorboat engine is running, and a man speaks",103030.wav,Nice boat.,ac
A woman is speaking in a quiet environment,103032.wav,"abortion, each with their own cost. A medical abortion is one that uses pharmaceutical drugs rather than surgical method. It is known as the abortion pill. The pill is only effective during the first trimester.",ac
An adult female speaks as a pan sizzles,15307.wav,and in a pan I have some 80-20 ground beef that I am browning up and in this pot I have some water boiling and I'm going to,ac
A digital beep followed by a man speaking,103574.wav,Hello friends in this video we are going to show you how to load data from server-side in angularjs. We already have initial setup ready we just need to,ac
A young girl giving a speech,103573.wav,"know the things we say to others can be a way of bullying? Kids may become oppressed to even commit suicide. So next time, think before you speak.",ac
A man is talking as water is running and a surface is tapped,105169.wav,"Some people talk about fucking the heads, but the way I do it, I just put my finger down there and pull it out.",ac
Clicks followed by a man speaking then typing on a keyboard,105166.wav,"When you're in, just type in claim web. If it doesn't work, it's probably because you put it under the wrong process.",ac
A gun firing several times followed by a revolver chamber spinning and metal clanking as a man talks and a person grunts,105163.wav,He's reloading.,ac
A man speaking with light wind followed by brief silence then birds chirping.,103202.wav,pretty smart she probably she snaps at them.,ac
A woman whistles and sings,103206.wav,In a bar,ac
A man talking followed by a popping burst then a man screaming proceeded by a crowd of people laughing,103207.wav,"Big surprise to him, he is.",ac
Compressed air releasing and metal repeatedly clacking followed by plastic rattling and a young boy talking and then footsteps on grass,104406.wav,"Okay, let's go look at the paper.",ac
A man speaking while beating eggs,104402.wav,"going to whisk up these eggs really quick like this. It doesn't have to be perfect, just mix them up quickly and you can use a whisk or whatever. Work works well. Then",ac
A woman is speaking with sizzling background noise,102805.wav,Now that we're back we have fried our chicken nuggets and now we're going to take out the last batch look how pretty brown,ac
A child speaks followed by scrubbing and spitting,102801.wav,This is the last time you did that first thing. Same thing.,ac
Humming and rustling with a man speaking,102800.wav,in the amateur show tonight then tomorrow on Saturday the broadcasters and the other amateur cast will be going out hope to do well there get some good footage hope you enjoy,ac
Food and oil sizzling followed by metal rattling as a man is talking while guitar music plays and water trickles in the background,105460.wav,Next step is we're going to go ahead and peel of course some apples. I got this nifty little device here that I,ac
"A female speech, music and rainfall",105462.wav,Daniel came out of the airport. He raised one arm to hail a taxi.,ac
Scratching noises accompanied by a female voice,103445.wav,What are you doing under there? Night night.,ac
A whoosh and some humming followed by feet squeaking and men speaking in the distance with a man speaking nearby,103996.wav,My name is Adam I do the most nice watching this television,ac
A woman is speaking while food being fried is sizzling,105126.wav,Adding our drumsticks. Let's just...,ac
Heavy wind followed by yelling and cheering,103598.wav,"You know it? Woo hoo! Yep, keep going.",ac
A baby cries followed by a woman speaking,106905.wav,"Let me sit. Oh, you're hiding?",ac
A dog whimpering followed by laughing and barking.,104673.wav,Get the bunny!,ac
A man speaking with slapping on a wooden surface as compressed air hisses in the background,104671.wav,to get your full name so I can look up on Spartan Marines page to see if you guys actually liked it. So make sure you follow all the rules and if I pick your name you'll win as long as you do not have to.,ac
"Hissing is ongoing while an adult male speaks, and two thumps occur",104676.wav,to get your full name so I can look up on Spartan Marines page to see if you guys actually liked it. So make sure you follow all the rules and if I pick your name you'll win as long as you do not have to.,ac
A young girl speaking,104675.wav,"know the things we say to others can be a way of bullying? Kids may become oppressed to even commit suicide. So next time, think before you speak.",ac
Female speech and rubbing,106295.wav,"I don't want to actually have too much pressure, but I want some of that lighter pink to come through in some of the areas. Remember the purpose of the water.",ac
"A woman speaks quietly during a louder, sharp crinkling sound",103315.wav,And it's pretty soft too as well. Here's the tag.,ac
A man talking as a vehicle drives by as rain patters on a hard surface,105085.wav,This is a typical number plate. A lot of vehicle manufacturers will supply vehicles with number plates that are just stuck on with double sided tape. These can,ac
A man speaking through an intercom while a helicopter is flying before and after a series of gunshots firing,107269.wav,"AA, west of your location. Objective Alpha has just been neutralized.",ac
Clanking together with childbearing hollering and speaking,107265.wav,I got it.,ac
Rustling and adult male speech and footsteps,107267.wav,Good boy. Good boy. Come on. Good boy. That's a good boy.,ac
A woman and child speak while birds call,103179.wav,"Come on. Yeah. Come on, let's go. Daddy's waiting.",ac
A main is smoothly speaking over a loud faint noise,103170.wav,"The wheel switch is turned up in the on position. Let's give it a start. Water pump, fuel pump, priming.",ac
A child screaming and laughing as a woman talks and giggles followed by thumping on a wooden surface,103174.wav,Keep going that way.,ac
"Plastic crumpling and crinkling are ongoing, and an adult male speaks",103283.wav,a comic book type of seal. Okay.,ac
"An adult female speaks in the foreground, while sizzling is ongoing and metal thumps occur",103822.wav,Adding our drumsticks. Let's just...,ac
A man talking as metal pots clang while water pours from a faucet followed by water trickling,103823.wav,"Some people talk about fucking the heads, but the way I do it, I just put my finger down there and pull it out.",ac
"A man is talking, and food is frying",105751.wav,with anything else you have to season your vegetables so I'm going to take some black pepper and if any of you that watch me know that I,ac
Male speech and footsteps,105757.wav,Good boy. Good boy. Come on. Good boy. That's a good boy.,ac
A young boy talking as a baby is yelling with several slaps on a hard surface,105759.wav,"Say yeah, baby. Say yeah, baby. Are you over tired?",ac
Music plays while two men speak each other with dishes clanking and food sizzling,104939.wav,"So Adam, what's for breakfast this morning? Here you go sausage.",ac
A man speaking over an intercom as a crowd of people talk followed by a dog barking,106471.wav,and contain them until that person can be taken into custody effectively and safely on the part of the other team of police sheriffs.,ac
"Man speaking, rain, thunder",625.wav,"100% waterproof and windproof and yet extremely breathable. Check us out online at frogtalks.com. Frog Talks, stop the rain.",ac
"A two-tone electronic alarm is ongoing, while an adult female is speaking in the foreground and birds are chirping in the background",104990.wav,That isn't wired up by the way. Let's get this one here too. That's it.,ac
People talking with the dull roar of a vehicle on the road,3.wav,"What is she doing? What the fuck? What the fuck? She's in the middle of the road. Mate, he's on a joyride.",ac
A woman sneezes and then sniffles several times,103326.wav,What?,ac
A woman is speaking,104362.wav,"in his hand, he had that acting degree. He had a dream and he wanted to fulfil. He was in this dreamland.",ac
A rustling followed by a soulful whistling,104363.wav,I'm sorry.,ac
Young child speaking with giggling,104365.wav,"Is he talking? Ew! Buddy, no! He's talking.",ac
Engine sounds with a man speaking,104366.wav,"Hi, I'm Lyle Doverspike from Hope, Pennsylvania.",ac
A male speaking,106212.wav,your face you'd like to make that decision wouldn't you? Certainly would. Well we're gonna find out what that decision will be in just a moment.,ac
A man shouting before and after a person belches,105090.wav,What is that? Exactly!,ac
A man laughing followed by a child screaming then another child laughing before a kid talks proceeded by a man shushing and talking softly,105095.wav,I got it.,ac
A woman is performing a speech,106208.wav,"abortion, each with their own cost. A medical abortion is one that uses pharmaceutical drugs rather than surgical method. It is known as the abortion pill. The pill is only effective during the first trimester.",ac
An electric motor buzzing as a man is talking followed by a door closing,105540.wav,and close this now it works actually,ac
Typing on a keyboard as a man is talking,103259.wav,underscore input open parentheses you are a winner face,ac
A crowd of people talking then applauding as a man speaks over an intercom,107005.wav,Thank you.,ac
An adult male speaking through a microphone on a stage while an audience laughs at him,103512.wav,I hate to start off on a somber note.,ac
A man speaking then whistling,104536.wav,was the day that I do my video and I dropped a couple of hydrocodone so I'm on the,ac
An engine running and a female speaking,106006.wav,Unless they have free naps.,ac
A man is speaking outside with wind noise,106296.wav,I've got gloves covered in mid repellent. Still fishing.,ac
Men speak followed by a small burst and people laughing,106583.wav,"Big surprise to him, he is.",ac
A man and a woman talking followed by water pouring and draining down a pipe,106589.wav,one in. Well that was on the go anyway. Well it was spraying all over so yeah.,ac
A woman talking followed by a young girl talking,104023.wav,Let's see how you did tonight. What do you got in there?,ac
A man is speaking followed by another male voice followed by laughter,103139.wav,cards of the format maybe I still like by maxi course danko fusion bi star kongkong,ac
"Birds chirping, oinking, and then male speech",105373.wav,Pretty tightly contested race here.,ac
A male speaking and then growling followed by more male speaking,107349.wav,but never mind I don't want kids anymore. That lady in the jump,ac
"Echoing male speech, laughter and applause",105379.wav,"That bass is so much bigger than you do. I mean, it's so huge. Huge. Yes! AJ, I got one thing to tell you. Don't be jealous.",ac
Oinking and squealing,107340.wav,I'm not free yet. I'm not free yet. You're free! Free! Free!,ac
A cat meows and hisses and a child speaks,107347.wav,it's cracked see you can see oopsie when I do this it opens,ac
A man talking as rain falls on a hard surface as vehicles drive by followed by a child talking in the background,104701.wav,"No, it's still there. I think it's huge.",ac
A man and woman speaks with some rustling,104708.wav,It's going all the way around. Does it have to be straight? It doesn't have to be totally straight.,ac
Steam hissing followed by a loud burst proceeded by warning sirens then a man laughing followed by another man talking,103469.wav,Okay.,ac
A young girl speaking followed by a loud bang and a scream,105252.wav,"Okay, then...",ac
A woman talking over an intercom speaker as a crowd of people talk in the background,105254.wav,the horses. At a Dalmatian road trial the dogs are judged in five different opulenceia medians exercises. The rider does not have to ride side saddle as,ac
A woman speaking,106633.wav,and went and done or that for short meaning the first morning of the first day of a new period that marks the beginning of a new year on a lunar calendar,ac
A man talking then another man talking followed by a group of people laughing then another man talking,106634.wav,cards of the format maybe I still like by maxi course danko fusion bi star kongkong,ac
A woman talking followed by a pig oinking then fabric rustling and a camera muffle,106636.wav,What are you doing under there? Night night.,ac
"An adult male speaks, a tapping sound occurs, and frogs croak",7888.wav,his amazing collection of very colorful frogs. These frogs have evolved colorfully to remind predators to look elsewhere.,ac
A child speaks followed by a woman speaking and birds tweeting,105011.wav,"Come on. Yeah. Come on, let's go. Daddy's waiting.",ac
A female voice crying followed by a person speaking,104879.wav,"I just don't have it. It will come, it will come, but for now I have to feed my child and",ac
A man is speaking along with noise from a cheering crowd,104874.wav,"Good football team to open goals here. What a way to do it. Well, we had one goal come to this team. To make sure 16 teams left.",ac
A woman talking before and after a young girl gasping then talking,104876.wav,Let's see how you did tonight. What do you got in there?,ac
A beep is followed by retching and muffled speech,102846.wav,but never mind I don't want kids anymore. That lady in the jump,ac
Motor sounds with male speaking,105833.wav,tired of sitting around I'm here with Terry from another edge driver in truck 138 and he's fired up the barbecue he's cooking fajitas,ac
A man speaking forcefully,105837.wav,You are wrong. Our children will not live under communism. Your children will live under freedom.,ac
A woman speaking,107069.wav,"The song, Light the Fire Within, is one of those inspiring songs. And it is so fitting for this year's Light it Up Convention theme.",ac
Oinking followed by screams,107063.wav,I'm not free yet. I'm not free yet. You're free! Free! Free!,ac
A woman speaks with some clicks and then hissing,104008.wav,So you pump it with air until you feel a bit of resistance and then you just spray and that's just really controlling the,ac
A man talks while water burbles,104003.wav,in the amateur show tonight then tomorrow on Saturday the broadcasters and the other amateur cast will be going out hope to do well there get some good footage hope you enjoy,ac
A gun cocking followed by a gunshot and a man talking,104005.wav,There you see? No problem.,ac
A man talking followed by a crowd of people cheering and applauding,105357.wav,Thank you.,ac
A rooster cackles and a dog yelps and whimpers followed by a man laughing and then speaking then the dog barks,105714.wav,Get the bunny!,ac
Water flowing from a faucet with some light bangs and a man speaking,107406.wav,It's much easier to clean up a bowl with a salt than when it's hot.,ac
A man speaking over an intercom followed by a crowd of people talking then applauding,103595.wav,Thank you.,ac
A man speaks with some distant humming and vibrating getting louder,105242.wav,"The engine hasn't run for several days. I have the clean in my hands, but the final is still in my hands.",ac
A man speaks as he gives a speech and then the crowd cheers,12840.wav,You are wrong. Our children will not live under communism. Your children will live under freedom.,ac
A power drill operating with a man speaking and a click,104244.wav,Okay.,ac
A man speaking followed by a bird chirping close by,104240.wav,pretty smart she probably she snaps at them.,ac
Bees are buzzing while birds chirp and two adult males are having a conversation,102979.wav,"Dark honey. These are honey cells here so... Yeah, there's a brood in here.",ac
A man speaking as birds chirp in the background,102972.wav,"She proudly guards her kill, an event seldom seen in the wild and never before felt.",ac
Baby crying then man speaking and humming,105190.wav,"We're going to show you how Janie stops crying when we hum the name, Notre Dame Victory March.",ac
Instrumental music playing followed by two men speaking as food and oil sizzle and metal clanking against a pot,106508.wav,"So Adam, what's for breakfast this morning? Here you go sausage.",ac
"Female speaking, water running, and then female speech",105975.wav,pour it up again. After that just dry up and continue your night regimen as normal and it's as simple as that.,ac
Female speaking continuously,105973.wav,"as if it were a muscle. As if you were bringing your arm toward you, your tongue curls this way. And the R is made in the middle.",ac
